labels,path
happy,./Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_M012.wav
neutral,./Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M013.wav
neutral,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav
sad,./Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_F031.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F017.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F007.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M016.wav
angry,./Session4/sentences/wav/Ses04F_script03_2/Ses04F_script03_2_F005.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F045.wav
neutral,./Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F009.wav
angry,./Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F011.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_F033.wav
sad,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M036.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M032.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav
happy,./Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M003.wav
angry,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.wav
happy,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.wav
sad,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F039.wav
happy,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M018.wav
neutral,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M015.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M008.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M014.wav
sad,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F000.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M008.wav
neutral,./Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F015.wav
sad,./Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_F006.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M031.wav
angry,./Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav
angry,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F012.wav
neutral,./Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.wav
neutral,./Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_M017.wav
neutral,./Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M038.wav
sad,./Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M010.wav
angry,./Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_F000.wav
angry,./Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F006.wav
happy,./Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M015.wav
neutral,./Session5/sentences/wav/Ses05M_script01_2/Ses05M_script01_2_M003.wav
neutral,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M009.wav
angry,./Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F006.wav
happy,./Session2/sentences/wav/Ses02M_script03_1/Ses02M_script03_1_F025.wav
sad,./Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M009.wav
sad,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M037.wav
happy,./Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_M034.wav
sad,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F003.wav
neutral,./Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M024.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M004.wav
neutral,./Session2/sentences/wav/Ses02F_impro05/Ses02F_impro05_M003.wav
sad,./Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F003.wav
angry,./Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M011.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F002.wav
happy,./Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F025.wav
angry,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F024.wav
sad,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F035.wav
happy,./Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F016.wav
happy,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M015.wav
neutral,./Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_M018.wav
happy,./Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M037.wav
sad,./Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_F023.wav
sad,./Session4/sentences/wav/Ses04F_impro02/Ses04F_impro02_F000.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M036.wav
sad,./Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M026.wav
neutral,./Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_M002.wav
angry,./Session4/sentences/wav/Ses04M_impro01/Ses04M_impro01_M024.wav
sad,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M029.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M001.wav
sad,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F008.wav
sad,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_F010.wav
angry,./Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_F000.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M015.wav
angry,./Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F008.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M013.wav
sad,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M030.wav
neutral,./Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F008.wav
angry,./Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_M031.wav
neutral,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F006.wav
neutral,./Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_F018.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F007.wav
sad,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F033.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M037.wav
angry,./Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M027.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M036.wav
neutral,./Session3/sentences/wav/Ses03F_impro04/Ses03F_impro04_M013.wav
neutral,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M011.wav
angry,./Session2/sentences/wav/Ses02M_impro01/Ses02M_impro01_M010.wav
neutral,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M001.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F048.wav
sad,./Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M040.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M005.wav
neutral,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M010.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F028.wav
happy,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F003.wav
happy,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M006.wav
neutral,./Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M029.wav
neutral,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M032.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M038.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_M007.wav
angry,./Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F017.wav
angry,./Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M041.wav
neutral,./Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F002.wav
neutral,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F007.wav
angry,./Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F004.wav
neutral,./Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F006.wav
happy,./Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M036.wav
happy,./Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F006.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M017.wav
angry,./Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M024.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M003.wav
happy,./Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M004.wav
sad,./Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_M029.wav
happy,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M012.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_M033.wav
neutral,./Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M020.wav
neutral,./Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F014.wav
sad,./Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F006.wav
happy,./Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_M023.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F019.wav
happy,./Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M006.wav
neutral,./Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav
happy,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F015.wav
angry,./Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M026.wav
angry,./Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F015.wav
angry,./Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M011.wav
neutral,./Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M018.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M031.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F010.wav
happy,./Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_M010.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M006.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M023.wav
happy,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F030.wav
neutral,./Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F020.wav
sad,./Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F013.wav
happy,./Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.wav
sad,./Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F023.wav
happy,./Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M018.wav
happy,./Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F014.wav
neutral,./Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M016.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_F009.wav
neutral,./Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F027.wav
happy,./Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F007.wav
happy,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M030.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M028.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M010.wav
happy,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F042.wav
happy,./Session3/sentences/wav/Ses03M_script03_1/Ses03M_script03_1_F004.wav
neutral,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F016.wav
angry,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M014.wav
neutral,./Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_F006.wav
happy,./Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F026.wav
neutral,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F023.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M013.wav
happy,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M013.wav
angry,./Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_F022.wav
neutral,./Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M008.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F042.wav
sad,./Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F015.wav
neutral,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F018.wav
sad,./Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M029.wav
happy,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F007.wav
neutral,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F012.wav
happy,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F012.wav
angry,./Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M002.wav
neutral,./Session3/sentences/wav/Ses03M_impro04/Ses03M_impro04_M014.wav
happy,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M021.wav
happy,./Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M016.wav
happy,./Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F005.wav
happy,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F028.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M026.wav
happy,./Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F008.wav
happy,./Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M007.wav
happy,./Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F007.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F002.wav
neutral,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M001.wav
angry,./Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F033.wav
neutral,./Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M028.wav
angry,./Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_M023.wav
happy,./Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_M021.wav
angry,./Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M016.wav
neutral,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M020.wav
angry,./Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M011.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav
happy,./Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F016.wav
angry,./Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M046.wav
angry,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F023.wav
sad,./Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M018.wav
sad,./Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M023.wav
neutral,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_M029.wav
sad,./Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav
angry,./Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M013.wav
sad,./Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_F029.wav
neutral,./Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_F005.wav
neutral,./Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M013.wav
sad,./Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M015.wav
neutral,./Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_M021.wav
neutral,./Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_F001.wav
angry,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F013.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F021.wav
neutral,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M037.wav
neutral,./Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F026.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M032.wav
neutral,./Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_F008.wav
sad,./Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F028.wav
neutral,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_M013.wav
happy,./Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M039.wav
neutral,./Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M013.wav
neutral,./Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F016.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M024.wav
sad,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M020.wav
sad,./Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_F011.wav
sad,./Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_M014.wav
neutral,./Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F018.wav
neutral,./Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_F008.wav
happy,./Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F003.wav
angry,./Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_F011.wav
happy,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F074.wav
sad,./Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F009.wav
neutral,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F000.wav
happy,./Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_F014.wav
sad,./Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F008.wav
sad,./Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_F010.wav
happy,./Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M041.wav
neutral,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M030.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F054.wav
sad,./Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F015.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M034.wav
angry,./Session1/sentences/wav/Ses01M_script01_2/Ses01M_script01_2_F011.wav
neutral,./Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_F008.wav
happy,./Session5/sentences/wav/Ses05M_impro03/Ses05M_impro03_M012.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M025.wav
angry,./Session2/sentences/wav/Ses02M_impro04/Ses02M_impro04_M019.wav
neutral,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F023.wav
sad,./Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F044.wav
sad,./Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_M007.wav
sad,./Session5/sentences/wav/Ses05M_script02_2/Ses05M_script02_2_F030.wav
happy,./Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F030.wav
angry,./Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M018.wav
happy,./Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F007.wav
angry,./Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F008.wav
neutral,./Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M002.wav
neutral,./Session4/sentences/wav/Ses04M_impro04/Ses04M_impro04_F006.wav
angry,./Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_M041.wav
happy,./Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M021.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F002.wav
angry,./Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M022.wav
happy,./Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M001.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M028.wav
neutral,./Session5/sentences/wav/Ses05M_impro01/Ses05M_impro01_F000.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F013.wav
neutral,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F017.wav
angry,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav
sad,./Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_M003.wav
angry,./Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F008.wav
sad,./Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F002.wav
neutral,./Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F027.wav
neutral,./Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M017.wav
happy,./Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_M034.wav
neutral,./Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M012.wav
happy,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F024.wav
sad,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F016.wav
neutral,./Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F007.wav
neutral,./Session5/sentences/wav/Ses05M_script01_3/Ses05M_script01_3_F000.wav
neutral,./Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M003.wav
neutral,./Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav
sad,./Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F002.wav
sad,./Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F006.wav
neutral,./Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F004.wav
angry,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F028.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_M008.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F009.wav
angry,./Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M021.wav
sad,./Session5/sentences/wav/Ses05M_impro06/Ses05M_impro06_M006.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M033.wav
angry,./Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M022.wav
happy,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F013.wav
happy,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_F019.wav
angry,./Session2/sentences/wav/Ses02F_impro01/Ses02F_impro01_M019.wav
neutral,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M003.wav
happy,./Session3/sentences/wav/Ses03M_impro07/Ses03M_impro07_M011.wav
angry,./Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M004.wav
neutral,./Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_F020.wav
neutral,./Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F015.wav
happy,./Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F028.wav
happy,./Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M052.wav
neutral,./Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M017.wav
neutral,./Session5/sentences/wav/Ses05F_impro08/Ses05F_impro08_F005.wav
neutral,./Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F005.wav
sad,./Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F036.wav
neutral,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_M024.wav
neutral,./Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F009.wav
angry,./Session4/sentences/wav/Ses04M_script01_2/Ses04M_script01_2_F003.wav
happy,./Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_M016.wav
sad,./Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_M041.wav
neutral,./Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M006.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F026.wav
angry,./Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M025.wav
happy,./Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M003.wav
neutral,./Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M035.wav
neutral,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F000.wav
neutral,./Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F032.wav
happy,./Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F015.wav
sad,./Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_F025.wav
angry,./Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F024.wav
happy,./Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F002.wav
happy,./Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M001.wav
neutral,./Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F009.wav
neutral,./Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav
happy,./Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F056.wav
happy,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M042.wav
sad,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_F033.wav
sad,./Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_F024.wav
happy,./Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F009.wav
sad,./Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M028.wav
angry,./Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_F043.wav
angry,./Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_M017.wav
neutral,./Session5/sentences/wav/Ses05F_impro05/Ses05F_impro05_F001.wav
neutral,./Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M003.wav
angry,./Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M006.wav
sad,./Session3/sentences/wav/Ses03M_impro06/Ses03M_impro06_M011.wav
sad,./Session3/sentences/wav/Ses03F_script01_3/Ses03F_script01_3_M042.wav
neutral,./Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M060.wav
sad,./Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M025.wav
angry,./Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F030.wav
happy,./Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F023.wav
sad,./Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F006.wav
angry,./Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_M039.wav
angry,./Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F003.wav
